Identifier;Name;Description;ApplicationIdentifier;FunctionalApprover;TechnicalAdmin
P_Console WAS RCI_RCU_Superviseur_Monitor;P_Console WAS RCI_RCU_Superviseur;Supervise les serveurs d'applications RCI et RCU.;Console WAS RCI_RCU;;
P_EASY_Prescripteur VIAVITA_Prescripteur EASY Viavita;P_EASY_Prescripteur VIAVITA;Unité de rattachement : VIAVITA;EASY;;
P_Intranet UGS_Propriétaires de UGS S01_UGS_S01_Propriétaires de UGS S01;P_Intranet UGS_Propriétaires de UGS S01_UGS_S01;Utilisez ce groupe pour accorder des droits de contréle total pour le site SharePointé: UGS S01;Intranet UGS;;
P_Sésame Formation_Collaborateur encadrant Siége - S00_S00_CS4;P_Sésame Formation_Collaborateur encadrant Siége - S00_S00;Collaborateur encadrant Siége rattaché é l'entité S00;Sésame Formation;;
P_Argus Cold_Argus_Argus;P_Argus Cold_Argus;Consulter les états Sésame;Argus Cold;;
P_ASSTECQ_Contributeur_DSIN_S00_Contributeur;P_ASSTECQ_Contributeur_DSIN_S00;Accès é la modification des listes.;ASSTECQ;;
P_BigDataAssurance-HorsProduction_BiGData-OUTILS-PARTAGE_BiGData-OUTILS-PARTAGE;P_BigDataAssurance-HorsProduction_BiGData-OUTILS-PARTAGE;Unité de rattachement : PACIFICA;BigDataAssurance-HorsProduction;;
P_EDOKIAL_VALIDATION_GS_EDOKIAL_VALIDATION_PROD;P_EDOKIAL_VALIDATION;Profil de validation des piéces justificatives;EDOKIAL;;
P_OCEAN_Accès DSI en centre de contact DMAP_DSI_DMAP_;P_OCEAN_Accès DSI en centre de contact DMAP_DSI_DMAP;Accès DSI en centre de contact DMAP;OCEAN;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 820_820_GAX_GAX;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 820_820_GAX;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 820;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 824_824_GAY_GAY;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 824_824_GAY;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 824;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 881_881_GAZ_GAZ;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 881_881_GAZ;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 881;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 887_887_GAY_GAY;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 887_887_GAY;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 887;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 879_879_GAA;P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 879_879;Gestionnaire Assurance en Agence tout produit rattaché é l'entité 879;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 825_825_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 825_825;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité 825;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 835_835_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 835_835;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité 835;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B12_B12_TO1;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B12_B12;Téléopérateur Avenant portefeuille particulier rattaché é l'entité B12;Sésame Formation;;
P_Sésame Production_Appui Technique Régional (en UGS) - SJ5_SJ5_ATR;P_Sésame Production_Appui Technique Régional (en UGS) - SJ5_SJ5;Appui Technique Régional (en UGS) rattaché é l'entité SJ5;Sésame Production;;
P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe HELPDESK CAAGIS_G_infra_helpdesk_caagis;P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe HELPDESK CAAGIS;Groupe de mapping issu de l'AD;SVP.NET;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 817_817_GAT_GAT;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 817_817_GAT;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 817;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 866_866_GAT_GAT;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 866_866_GAT;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 866;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 866_866_GAY_GAY;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 866_866_GAY;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 866;Sésame Formation;;
P_Sésame Formation_Gestionnaire Administratif Production - P04_P04_GAP;P_Sésame Formation_Gestionnaire Administratif Production - P04_P04;Gestionnaire Administratif Production rattaché é l'entité P04;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B25_B25_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B25_B25;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité B25;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B72_B72_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B72_B72;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité B72;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P19_P19_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P19_P19;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P19;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B22_B22_TO2;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B22_B22;Téléopérateur Avenant portefeuille particulier + AN rattaché é l'entité B22;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B90_B90_TO2;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B90_B90;Téléopérateur Avenant portefeuille particulier + AN rattaché é l'entité B90;Sésame Formation;;
P_EASY_Validateur PACIFICA_Validateur EASY Pacifica;P_EASY_Validateur PACIFICA;Unité de rattachement : PACIFICA;EASY;;
P_Gestion contenu MTS_Contributeur MTS PJ_MTS PJ_-_Contributeur MTS PJ;P_Gestion contenu MTS_Contributeur MTS PJ_MTS PJ_-;Groupe d'utilisateur pouvant modifier des articles du wiki du produit PJ;Gestion contenu MTS;;
P_RCP Scope_Synchro_Scope;P_RCP Scope_Synchro_Scope;Réle Synchro dans le périmétre Scope;RCP Scope;;
P_Arcole_Profil standard ARCOLE-ACHAT_ARES_HA;P_Arcole_Profil standard ARCOLE-ACHAT;Profil obsoléte (héritage de Mondial Assistance, non utilisé par VIAVITA);Arcole;;
P_Gestion contenu MTS_Contributeur MTS CORPOREL_MTS CORPOREL_-_Contributeur MTS CORPOREL;P_Gestion contenu MTS_Contributeur MTS CORPOREL_MTS CORPOREL_-;Groupe d'utilisateur pouvant modifier des articles du wiki du produit CORPOREL;Gestion contenu MTS;;
P_Intranet UGS_Encadrement SJ1_UGS_SJ1_Encadrement SJ1;P_Intranet UGS_Encadrement SJ1_UGS_SJ1;Groupe contenant l'encadrement de l'UGS SJ1;Intranet UGS;;
P_MagicDraw_Permission de créer un utilisateur sur le systéme_Systéme_Créer utilisateur;P_MagicDraw_Permission de créer un utilisateur sur le systéme_Systéme;Permission de créer un utilisateur sur le systéme;MagicDraw;;
P_MagicDraw_Permission de lire tout modéle de tout projet_Systéme_Lire modéle;P_MagicDraw_Permission de lire tout modéle de tout projet_Systéme;Permission de lire tout modéle de tout projet;MagicDraw;;
P_Sésame Formation_Assurpro - E39_E39_UE1;P_Sésame Formation_Assurpro - E39_E39;Assurpro rattaché é l'entité E39;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 883_883_GAT_GAT;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 883_883_GAT;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 883;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 820_820_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 820_820;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité 820;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P16_P16_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P16_P16;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P16;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance 1 - P34_P34_RA1;P_Sésame Formation_Rédacteur Assurance 1 - P34_P34;Rédacteur Assurance 1 rattaché é l'entité P34;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B20_B20_TO2;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B20_B20;Téléopérateur Avenant portefeuille particulier + AN rattaché é l'entité B20;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B88_B88_TO2;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B88_B88;Téléopérateur Avenant portefeuille particulier + AN rattaché é l'entité B88;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B82_B82_TO1;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B82_B82;Téléopérateur Avenant portefeuille particulier rattaché é l'entité B82;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 820_820_GAT_GAT;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 820_820_GAT;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 820;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 824_824_GAT_GAT;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 824_824_GAT;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 824;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 867_867_GAX_GAX;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 867_867_GAX;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 867;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 887_887_GAA;P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 887_887;Gestionnaire Assurance en Agence tout produit rattaché é l'entité 887;Sésame Formation;;
P_Sésame Formation_Gestionnaire UEA/UEAC - E03_E03_UE2;P_Sésame Formation_Gestionnaire UEA/UEAC - E03_E03;Gestionnaire UEA/UEAC rattaché é l'entité E03;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B10_B10_TO1;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B10_B10;Téléopérateur Avenant portefeuille particulier rattaché é l'entité B10;Sésame Formation;;
P_Sésame Formation_Téléopérateur Service é la personne uniquement - B61_B61_TO4;P_Sésame Formation_Téléopérateur Service é la personne uniquement - B61_B61;Téléopérateur Service é la personne uniquement rattaché é l'entité B61;Sésame Formation;;
P_Tableau de répartition (TDR)_Administrateur_Admin;P_Tableau de répartition (TDR)_Administrateur;Permet de gérer les droits administrateurs et de modifier les barémes;Tableau de répartition (TDR);;
P_JENKINS_Administrateur_http-s00sic002-8086-jen_Admin;P_JENKINS_Administrateur_http-s00sic002-8086-jen;Permet d'administrer la console jenkins d'exécuter les Scripts de télécharger des plugins  et de me;JENKINS;;
P_OMEGA_Emission d'appels d'offres habilité aux actes d'achat_Acheteur;P_OMEGA_Emission d'appels d'offres habilité aux actes d'achat;;EASY;;
P_OSCAR_Acteur_Acteur;P_OSCAR_Acteur;Valider / invalider une tache planifiée du processus. Consulter des téches planifiées. Accèder au m;OSCAR;;
P_Gestion contenu MTS_Contributeur MTS volet PJ ACPL_MTS volet PJ ACPL_-_Contributeur MTS volet PJ ACPL;P_Gestion contenu MTS_Contributeur MTS volet PJ ACPL_MTS volet PJ ACPL_-;Groupe d'utilisateur pouvant modifier des articles du wiki du produit PJ ACPL;Gestion contenu MTS;;
P_Intranet UGS_Encadrement SR1_UGS_SR1_Encadrement SR1;P_Intranet UGS_Encadrement SR1_UGS_SR1;Groupe contenant l'encadrement de l'UGS SR1;Intranet UGS;;
P_Intranet UGS_Lecteur ENORA-PJ_UGS_Multiple_Lecteur ENORA-PJ;P_Intranet UGS_Lecteur ENORA-PJ_UGS_Multiple;Lecteurs des statistiques du centre de contacts (ENORA) Présentes sur l'intranet DSIN;Intranet UGS;;
P_Intranet UGS_Visiteurs de UGS SR1_UGS_SR1_Visiteurs de UGS SR1;P_Intranet UGS_Visiteurs de UGS SR1_UGS_SR1;Utilisez ce groupe pour accorder des droits de lecture pour le site SharePointé: UGS SR1;Intranet UGS;;
P_MagicDraw_Permission de lister l'ensemble des projets non affectés du systéme_Systéme_Liste des projets non affectés;P_MagicDraw_Permission de lister l'ensemble des projets non affectés du systéme_Systéme;Permission de lister l'ensemble des projets non affectés du systéme;MagicDraw;;
P_Sésame Formation_Auditeur IARD_S00_AUZ;P_Sésame Formation_Auditeur IARD_S00;Auditeur IARD rattaché é l'entité S00;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 871_871_GAY_GAY;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 871_871_GAY;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 871;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 891_891_GAX_GAX;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 891_891_GAX;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 891;Sésame Formation;;
P_Sésame Formation_Gestionnaire Administratif Production - P69_P69_GAP;P_Sésame Formation_Gestionnaire Administratif Production - P69_P69;Gestionnaire Administratif Production rattaché é l'entité P69;Sésame Formation;;
P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - E13_E13_HAA;P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - E13_E13;Habiliteur Assupro/Habiliteur UEAC rattaché é l'entité E13;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B45_B45_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B45_B45;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité B45;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B66_B66_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B66_B66;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité B66;Sésame Formation;;
P_Sésame Formation_Téléopérateur Service é la personne uniquement - B81_B81_TO4;P_Sésame Formation_Téléopérateur Service é la personne uniquement - B81_B81;Téléopérateur Service é la personne uniquement rattaché é l'entité B81;Sésame Formation;;
P_Sésame Production_Appui Technique en UGS Utilisateur Siége - S00_S00_CS2;P_Sésame Production_Appui Technique en UGS Utilisateur Siége - S00_S00;Appui Technique en UGS,Utilisateur Siége rattaché é l'entité S00;Sésame Production;;
P_Sésame Production_Appui Technique Régional (en UGS) - S04_S04_ATR;P_Sésame Production_Appui Technique Régional (en UGS) - S04_S04;Appui Technique Régional (en UGS) rattaché é l'entité S04;Sésame Production;;
P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/BPA/CDG_G_infra_dosip_bpa_cdg;P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/BPA/CDG;Groupe de mapping issu de l'AD;SVP.NET;;
P_SVP.NET_Groupe AD pour mapping avec modeleAgent IPK et/ou workflow - équipe DOSIP/EA/EIF/ALM/ORACLE_G_infra_dosip_ea_eif_alm_oracle;P_SVP.NET_Groupe AD pour mapping avec modeleAgent IPK et/ou workflow - équipe DOSIP/EA/EIF/ALM/ORACLE;Groupe de mapping issu de l'AD;SVP.NET;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 847_847_GAT_GAT;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 847_847_GAT;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 847;Sésame Formation;;
P_Sésame Formation_Gestionnaire Administratif Production - P64_P64_GAP;P_Sésame Formation_Gestionnaire Administratif Production - P64_P64;Gestionnaire Administratif Production rattaché é l'entité P64;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 881_881_GAA;P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 881_881;Gestionnaire Assurance en Agence tout produit rattaché é l'entité 881;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 812_812_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 812_812;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité 812;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 900_900_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 900_900;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité 900;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P53_P53_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P53_P53;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P53;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B03_B03_TO3;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B03_B03;Téléopérateur Avenant portefeuille particulier et professionnel rattaché é l'entité B03;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B36_B36_TO3;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B36_B36;Téléopérateur Avenant portefeuille particulier et professionnel rattaché é l'entité B36;Sésame Formation;;
P_Sésame Formation_Téléopérateur Service é la personne uniquement - B10_B10_TO4;P_Sésame Formation_Téléopérateur Service é la personne uniquement - B10_B10;Téléopérateur Service é la personne uniquement rattaché é l'entité B10;Sésame Formation;;
P_Demande Achat_Visiteur_Visiteur;P_Demande Achat_Visiteur;Groupe stockant les utilisateurs é lire les documents autres que des demandes d'achat et Présents s;Demande Achat;;
P_EDOKIAL_ADMIN_RECETTE_GS_EDOKIAL_ADMIN_RCI;P_EDOKIAL_ADMIN_RECETTE;Profil d'administrateur(recette);EDOKIAL;;
P_JENKINS_Administrateur_http-ci.dev-dep_jenkins_Admin;P_JENKINS_Administrateur_http-ci.dev-dep_jenkins;Permet d'administrer la console jenkins d'exécuter les Scripts de télécharger des plugins  et de me;JENKINS;;
P_OSCAR_Administrateur_Administrateur;P_OSCAR_Administrateur;Valider / invalider une tache planifiée du processus. Consulter des téches planifiées. Accèder au m;OSCAR;;
P_Sésame Formation_Conseiller Professionnel - E33_E33_UE3;P_Sésame Formation_Conseiller Professionnel - E33_E33;Conseiller Professionnel rattaché é l'entité E33;Sésame Formation;;
P_ASSTECQ_Utilisateur_TOUS_TOUS_Utilisateur;P_ASSTECQ_Utilisateur_TOUS_TOUS;Utilisation normale de l'application : demande d'assistance technique;ASSTECQ;;
P_Intranet UGS_Assistantes administratives S13_UGS_S13_Assistantes administratives S13;P_Intranet UGS_Assistantes administratives S13_UGS_S13;Accès en lecture / écriture é l'intranet UGS S13;Intranet UGS;;
P_Intranet UGS_Encadrement SJ2_UGS_SJ2_Encadrement SJ2;P_Intranet UGS_Encadrement SJ2_UGS_SJ2;Groupe contenant l'encadrement de l'UGS SJ2;Intranet UGS;;
P_MagicDraw_Permission de lecture des modéle avec leurs modules du projet UML_Projet UML_Lecture avec les modules;P_MagicDraw_Permission de lecture des modéle avec leurs modules du projet UML_Projet UML;Permission de lecture des modéle avec leurs modules du projet UML;MagicDraw;;
P_Oracle R12_Comptabilité Pacifica-Production-Responsable Direction de la Solvabilité et de léActuariat Secteur 207CO_Comptabilité Pacifica-Production-Responsable Direction de la Solvabilité et de léActuariat Secteur 207CO;P_Oracle R12_Comptabilité Pacifica-Production-Responsable Direction de la Solvabilité et de léActuariat Secteur 207CO;Ce profil donne le réle UMX ;Oracle R12;;
P_Sésame Formation_Appui Technique Régional (en UGS) - S03_S03_ATR;P_Sésame Formation_Appui Technique Régional (en UGS) - S03_S03;Appui Technique Régional (en UGS) rattaché é l'entité S03;Sésame Formation;;
P_Sésame Formation_Conseiller Professionnel - E78_E78_UE3;P_Sésame Formation_Conseiller Professionnel - E78_E78;Conseiller Professionnel rattaché é l'entité E78;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence - 866_866_GAB;P_Sésame Formation_Gestionnaire Assurance en Agence - 866_866;Gestionnaire Assurance en Agence rattaché é l'entité 866;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 900_900_GAA;P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 900_900;Gestionnaire Assurance en Agence tout produit rattaché é l'entité 900;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P07_P07_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P07_P07;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P07;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance 1 - P07_P07_RA1;P_Sésame Formation_Rédacteur Assurance 1 - P07_P07;Rédacteur Assurance 1 rattaché é l'entité P07;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance 1 - P51_P51_RA1;P_Sésame Formation_Rédacteur Assurance 1 - P51_P51;Rédacteur Assurance 1 rattaché é l'entité P51;Sésame Formation;;
P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/IIR/RESEAU_G_infra_dosip_it_iir_reseau;P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/IIR/RESEAU;Groupe de mapping issu de l'AD;SVP.NET;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 813_813_GAZ_GAZ;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 813_813_GAZ;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 813;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 866_866_GAA;P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 866_866;Gestionnaire Assurance en Agence tout produit rattaché é l'entité 866;Sésame Formation;;
P_Sésame Formation_Gestionnaire UEA/UEAC - E44_E44_UE2;P_Sésame Formation_Gestionnaire UEA/UEAC - E44_E44;Gestionnaire UEA/UEAC rattaché é l'entité E44;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B48_B48_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B48_B48;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité B48;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 824_824_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 824_824;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité 824;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P03_P03_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P03_P03;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P03;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B39_B39_TO2;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B39_B39;Téléopérateur Avenant portefeuille particulier + AN rattaché é l'entité B39;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B48_B48_TO2;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B48_B48;Téléopérateur Avenant portefeuille particulier + AN rattaché é l'entité B48;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B99_B99_TO2;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B99_B99;Téléopérateur Avenant portefeuille particulier + AN rattaché é l'entité B99;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B22_B22_TO1;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B22_B22;Téléopérateur Avenant portefeuille particulier rattaché é l'entité B22;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B78_B78_TO1;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B78_B78;Téléopérateur Avenant portefeuille particulier rattaché é l'entité B78;Sésame Formation;;
P_OCEAN_Accès SVP en centre de contact SVP_SVP_SVP_;P_OCEAN_Accès SVP en centre de contact SVP_SVP_SVP;Accès SVP en centre de contact SVP;OCEAN;;
P_Brainwave_Utilisateur BW_G_Brainwave_utilisateurs;P_Brainwave_Utilisateur BW;Permet de se connecter en lecture seule sur le portail Brainwave;Brainwave;;
P_Gestion contenu MTS_MPRO - Contributeurs_MPRO - Contributeurs;P_Gestion contenu MTS_MPRO - Contributeurs;Pas utilisé;Gestion contenu MTS;;
P_Intranet UGS_Propriétaires de UGS SJ2_UGS_SJ2_Propriétaires de UGS SJ2;P_Intranet UGS_Propriétaires de UGS SJ2_UGS_SJ2;Utilisez ce groupe pour accorder des droits de contréle total pour le site SharePointé: UGS SJ2;Intranet UGS;;
P_OCEAN_Accès DSIN en centre de contact SINISTRE_DSIN_SINISTRE_;P_OCEAN_Accès DSIN en centre de contact SINISTRE_DSIN_SINISTRE;Accès DSIN en centre de contact SINISTRE;OCEAN;;
P_RCP Scope_Valideur_Scope;P_RCP Scope_Valideur_Scope;Réle Valideur dans le périmétre Scope;RCP Scope;;
P_Sésame Formation_Assurpro - E29_E29_UE1;P_Sésame Formation_Assurpro - E29_E29;Assurpro rattaché é l'entité E29;Sésame Formation;;
P_Sésame Formation_Assurpro - E72_E72_UE1;P_Sésame Formation_Assurpro - E72_E72;Assurpro rattaché é l'entité E72;Sésame Formation;;
P_Sésame Formation_Gestionnaire Administratif Production - P16_P16_GAP;P_Sésame Formation_Gestionnaire Administratif Production - P16_P16;Gestionnaire Administratif Production rattaché é l'entité P16;Sésame Formation;;
P_Sésame Formation_Gestionnaire Administratif Production - P53_P53_GAP;P_Sésame Formation_Gestionnaire Administratif Production - P53_P53;Gestionnaire Administratif Production rattaché é l'entité P53;Sésame Formation;;
